구역이름,날짜,내온평균,내부습도,배지온도,CO2,외부온도,풍향,풍속,광량,누적일사,강우신호,
1 구역,="2024-11-13 18:34:40",15.6,97.4,15.6,1798,13.58,313,0.5,0,1072,0,
1 구역,="2024-11-13 18:35:42",15.2,99.8,15.2,1800,13.48,313,0,0,1072,0,
1 구역,="2024-11-13 18:36:43",14.95,99.9,14.9,1800,13.4,314,1,0,1072,0,
1 구역,="2024-11-13 18:37:45",15.3,99.1,15.3,1800,13.34,318,1,0,1072,0,
1 구역,="2024-11-13 18:38:46",15.1,99.9,15.1,1799,13.4,316,0.5,0,1072,0,
1 구역,="2024-11-13 18:39:48",15.3,99.9,15.3,1800,13.34,318,0,0,1072,0,
1 구역,="2024-11-13 18:40:50",15.3,99.9,15.3,1799,13.22,317,0.5,0,1072,0,
1 구역,="2024-11-13 18:41:51",15,99.9,15,1799,13.18,340,0.5,0,1072,0,
1 구역,="2024-11-13 18:42:53",14.95,99.9,14.9,1800,13.02,340,1,0,1072,0,
1 구역,="2024-11-13 18:43:54",14.9,99.9,14.9,1800,12.88,339,0.5,0,1072,0,
1 구역,="2024-11-13 18:44:56",14.85,99.9,14.8,1799,12.9,253,0.5,0,1072,0,
1 구역,="2024-11-13 18:45:57",14.8,99.9,14.9,1800,12.9,237,0.5,0,1072,0,
1 구역,="2024-11-13 18:46:59",15.2,97.1,15.2,1799,12.92,351,0,0,1072,0,
1 구역,="2024-11-13 18:48:01",15,99.9,15,1799,12.92,351,0.5,0,1072,0,
1 구역,="2024-11-13 18:49:02",14.85,99.9,14.8,1798,12.94,351,0.5,0,1072,0,
1 구역,="2024-11-13 18:50:04",15,97.9,15,1799,12.92,349,0.5,0,1072,0,
1 구역,="2024-11-13 18:51:06",14.7,99.9,14.7,1799,12.94,0,1,0,1072,0,
1 구역,="2024-11-13 18:52:08",14.7,99.9,14.7,1799,12.86,0,1,0,1072,0,
1 구역,="2024-11-13 18:53:09",14.65,98.9,14.6,1800,12.82,20,1,0,1072,0,
1 구역,="2024-11-13 18:54:11",14.75,98.9,14.7,1799,12.82,24,1.5,0,1072,0,
1 구역,="2024-11-13 18:55:13",14.65,99.9,14.6,1799,12.72,23,1,0,1072,0,
1 구역,="2024-11-13 18:56:14",14.45,99.9,14.4,1800,12.7,11,1,0,1072,0,
1 구역,="2024-11-13 18:57:16",14.7,99.9,14.7,1799,12.7,7,1,0,1072,0,
1 구역,="2024-11-13 18:58:17",14.6,99.2,14.6,1799,12.7,12,1,0,1072,0,
1 구역,="2024-11-13 18:59:19",14.35,99.9,14.3,1798,12.62,13,1,0,1072,0,
1 구역,="2024-11-13 19:00:21",13.95,99.9,13.8,1799,12.7,14,0,0,1072,0,
1 구역,="2024-11-13 19:01:22",14.45,99.9,14.4,1799,12.58,13,0.5,0,1072,0,
1 구역,="2024-11-13 19:02:24",14.55,98.2,14.5,1800,12.54,14,1,0,1072,0,
1 구역,="2024-11-13 19:03:25",14.55,98.4,14.5,1799,12.52,13,0.5,0,1072,0,
1 구역,="2024-11-13 19:04:27",14.55,97.6,14.4,1799,12.56,345,0.5,0,1072,0,
1 구역,="2024-11-13 19:05:29",14.4,98.5,14.4,1798,12.46,339,1,0,1072,0,
1 구역,="2024-11-13 19:06:30",14,99.5,14.1,1800,12.46,351,0.5,0,1072,0,
1 구역,="2024-11-13 19:07:32",14.45,97.6,14.4,1799,12.52,351,1,0,1072,0,
1 구역,="2024-11-13 19:08:33",14.55,98.8,14.4,1800,12.54,308,1,0,1072,0,
1 구역,="2024-11-13 19:09:35",14.35,99.9,14.3,1799,12.5,343,0.5,0,1072,0,
1 구역,="2024-11-13 19:10:37",14.65,97,14.6,1800,12.52,350,0.5,0,1072,0,
1 구역,="2024-11-13 19:11:39",14.8,98,14.8,1800,12.64,348,0.5,0,1072,0,
1 구역,="2024-11-13 19:12:41",14.55,99.2,14.5,1799,12.6,351,0.5,0,1072,0,
1 구역,="2024-11-13 19:13:43",14.65,97.4,14.7,1799,12.56,349,0.5,0,1072,0,
1 구역,="2024-11-13 19:14:45",14.85,96.6,14.8,1800,12.52,350,0.5,0,1072,0,
1 구역,="2024-11-13 19:15:47",14.65,97.5,14.6,1799,12.46,351,0.5,0,1072,0,
1 구역,="2024-11-13 19:16:48",14.5,99.9,14.5,1800,12.34,6,1,0,1072,0,
1 구역,="2024-11-13 19:17:50",14.7,98.2,14.7,1801,12.34,13,1.5,0,1072,0,
1 구역,="2024-11-13 19:18:51",14.95,99.7,14.9,1800,12.34,0,1,0,1072,0,
1 구역,="2024-11-13 19:19:53",14.55,99.9,14.5,1800,12.38,0,1,0,1072,0,
1 구역,="2024-11-13 19:20:55",15.1,98,15.1,1800,12.3,0,1,0,1072,0,
1 구역,="2024-11-13 19:21:56",14.7,99.8,14.8,1800,12.42,319,0.5,0,1072,0,
1 구역,="2024-11-13 19:22:58",14.8,99,14.8,1800,12.44,315,1,0,1072,0,
1 구역,="2024-11-13 19:24:00",14.9,98.1,14.9,1799,12.36,305,1.5,0,1072,0,
1 구역,="2024-11-13 19:25:02",14.4,99.9,14.4,1800,12.4,303,1,0,1072,0,
1 구역,="2024-11-13 19:26:04",14.55,99.9,14.5,1800,12.48,320,1,0,1072,0,
1 구역,="2024-11-13 19:27:05",14.7,97.9,14.7,1800,12.48,325,1.5,0,1072,0,
1 구역,="2024-11-13 19:28:07",14.85,97.7,14.8,1799,12.44,332,0,0,1072,0,
1 구역,="2024-11-13 19:29:09",14.75,99.7,14.7,1799,12.44,330,0,0,1072,0,
1 구역,="2024-11-13 19:30:11",15,99.4,15,1799,12.36,331,0,0,1072,0,
1 구역,="2024-11-13 19:31:12",14.6,99.9,14.6,1800,12.22,331,0,0,1072,0,
1 구역,="2024-11-13 19:32:14",14.8,99.9,14.8,1800,12.18,329,0,0,1072,0,
1 구역,="2024-11-13 19:33:16",14.75,99.9,14.8,1799,12.2,330,0.5,0,1072,0,
1 구역,="2024-11-13 19:34:18",15.1,97.7,15.1,1799,12.26,18,0.5,0,1072,0,
1 구역,="2024-11-13 19:35:20",14.85,98.9,14.8,1799,12.24,23,0.5,0,1072,0,
1 구역,="2024-11-13 19:36:22",15.1,98.4,15.1,1799,12.36,23,1,0,1072,0,
1 구역,="2024-11-13 19:37:24",14.85,99.3,14.8,1799,12.28,36,1,0,1072,0,
1 구역,="2024-11-13 19:38:26",14.75,99.9,14.7,1800,12.24,21,1,0,1072,0,
1 구역,="2024-11-13 19:39:28",15,99.9,15,1799,12.28,22,1.5,0,1072,0,
1 구역,="2024-11-13 19:40:30",14.6,99.9,14.5,1799,12.3,13,1.5,0,1072,0,
1 구역,="2024-11-13 19:41:33",15,99.9,15,1800,12.16,25,0.5,0,1072,0,
1 구역,="2024-11-13 19:42:35",14.75,99.9,14.7,1799,12.22,17,1.5,0,1072,0,
1 구역,="2024-11-13 19:43:35",15.05,99.9,15,1801,12.16,17,1,0,1072,0,
1 구역,="2024-11-13 19:44:37",14.9,99.9,14.9,1800,12.16,42,1,0,1072,0,
1 구역,="2024-11-13 19:45:39",15.4,98.2,15.4,1799,12.04,27,1,0,1072,0,
1 구역,="2024-11-13 19:46:41",15.2,97.7,15.2,1800,12.2,23,1,0,1072,0,
1 구역,="2024-11-13 19:47:41",15.2,98.1,15.2,1800,12.22,23,1.5,0,1072,0,
1 구역,="2024-11-13 19:48:43",15.3,95.8,15.2,1799,12.24,20,1,0,1072,0,
1 구역,="2024-11-13 19:49:45",15.4,97.1,15.4,1799,12.2,20,1.5,0,1072,0,
1 구역,="2024-11-13 19:50:47",14.95,99.4,14.9,1799,12.34,21,1,0,1072,0,
1 구역,="2024-11-13 19:51:49",15,98.1,15,1800,12.22,22,1,0,1072,0,
1 구역,="2024-11-13 19:52:51",14.85,99.9,14.8,1800,12.2,28,1,0,1072,0,
1 구역,="2024-11-13 19:53:53",15.1,98.7,15.1,1800,12.22,28,1,0,1072,0,
1 구역,="2024-11-13 19:54:55",14.45,99.9,14.4,1799,12.16,32,1,0,1072,0,
1 구역,="2024-11-13 19:55:57",14.65,98.9,14.7,1800,12.06,24,0.5,0,1072,0,
1 구역,="2024-11-13 19:56:58",14.85,95.3,14.8,1799,12.02,20,1.5,0,1072,0,
1 구역,="2024-11-13 19:58:00",14.5,98.1,14.2,1800,11.98,21,1,0,1072,0,
1 구역,="2024-11-13 19:59:01",14.4,97.3,14.4,1799,11.98,21,1.5,0,1072,0,
1 구역,="2024-11-13 20:00:03",14.3,98.3,14.5,1799,12.06,27,1.5,0,1072,0,
1 구역,="2024-11-13 20:01:05",14.3,99.6,14.3,1799,12.16,22,1,0,1072,0,
1 구역,="2024-11-13 20:02:06",14.7,96.1,14.6,1799,12.14,20,1.5,0,1072,0,
1 구역,="2024-11-13 20:03:08",14.65,98.3,14.6,1799,12.14,11,1.5,0,1072,0,
1 구역,="2024-11-13 20:04:09",14.7,98.4,14.4,1800,12.14,12,1.5,0,1072,0,
1 구역,="2024-11-13 20:05:11",14.65,97.2,14.6,1800,12.06,11,1,0,1072,0,
1 구역,="2024-11-13 20:06:12",14.4,99.9,14.3,1800,12.08,14,1,0,1072,0,
1 구역,="2024-11-13 20:07:14",14.65,98,14.6,1800,12.08,15,1,0,1072,0,
1 구역,="2024-11-13 20:08:16",14.3,99.9,14.3,1799,12.04,10,1.5,0,1072,0,
1 구역,="2024-11-13 20:09:17",14.95,97,14.9,1801,11.94,23,1,0,1072,0,
1 구역,="2024-11-13 20:10:19",14.9,96.7,14.9,1800,12,18,1,0,1072,0,
1 구역,="2024-11-13 20:11:21",15.05,97.3,15,1798,12.06,18,0.5,0,1072,0,
1 구역,="2024-11-13 20:12:23",15,98.3,15,1799,12.04,13,1,0,1072,0,
1 구역,="2024-11-13 20:13:24",14.7,99.9,14.7,1800,12,14,1.5,0,1072,0,
1 구역,="2024-11-13 20:14:26",14.75,99.9,14.9,1798,12.1,21,1,0,1072,0,
1 구역,="2024-11-13 20:15:28",15.1,97.4,15.1,1799,12.08,18,1.5,0,1072,0,
1 구역,="2024-11-13 20:16:30",15.3,98.1,15.2,1798,12,22,1.5,0,1072,0,
1 구역,="2024-11-13 20:17:32",15.2,97.6,15.2,1799,12,13,1.5,0,1072,0,
1 구역,="2024-11-13 20:18:34",15.4,99.8,15.4,1799,12.08,14,1.5,0,1072,0,
1 구역,="2024-11-13 20:19:36",15,99.9,15,1800,12.1,29,1,0,1072,0,
1 구역,="2024-11-13 20:20:38",15.4,98.7,15.4,1799,11.96,21,1,0,1072,0,
1 구역,="2024-11-13 20:21:39",15.2,98.9,15.2,1798,12.02,10,1,0,1072,0,
1 구역,="2024-11-13 20:22:41",15,99.8,15,1799,11.96,10,1,0,1072,0,
1 구역,="2024-11-13 20:23:43",15.25,99.2,15.2,1798,12,11,1,0,1072,0,
1 구역,="2024-11-13 20:24:44",15.05,98.8,15,1800,11.82,2,2.1,0,1072,0,
1 구역,="2024-11-13 20:25:46",15.05,98.6,15,1799,11.82,0,0,0,1072,0,
1 구역,="2024-11-13 20:26:47",15.05,98.2,15,1800,11.82,351,2.1,0,1072,0,
1 구역,="2024-11-13 20:27:49",15.05,98.1,15,1799,11.76,238,1.5,0,1072,0,
1 구역,="2024-11-13 20:28:50",14.95,96.5,14.9,1798,11.64,349,1,0,1072,0,
1 구역,="2024-11-13 20:29:52",14.95,95.6,14.9,1799,11.68,343,1,0,1072,0,
1 구역,="2024-11-13 20:30:54",14.8,97.5,15,1799,11.76,330,0.5,0,1072,0,
1 구역,="2024-11-13 20:31:55",14.7,99.5,14.7,1800,11.68,332,0,0,1072,0,
1 구역,="2024-11-13 20:32:57",14.25,99.9,14.3,1800,11.76,339,1,0,1072,0,
1 구역,="2024-11-13 20:33:59",14.35,99.9,14.3,1799,11.76,343,1.5,0,1072,0,
1 구역,="2024-11-13 20:35:00",14.5,98.2,14.5,1800,11.72,351,1.5,0,1072,0,
1 구역,="2024-11-13 20:36:02",14.55,97.9,14.5,1799,11.64,0,1.5,0,1072,0,
1 구역,="2024-11-13 20:37:04",14,99.9,14,1799,11.66,9,1,0,1072,0,
1 구역,="2024-11-13 20:38:05",14.1,99.9,14.1,1800,11.64,13,1.5,0,1072,0,
1 구역,="2024-11-13 20:39:07",14.45,99.5,14.4,1800,11.78,3,1,0,1072,0,
1 구역,="2024-11-13 20:40:09",14.35,98.8,14.3,1800,11.8,4,1.5,0,1072,0,
1 구역,="2024-11-13 20:41:10",14.45,95.3,14.4,1799,11.78,9,1.5,0,1072,0,
1 구역,="2024-11-13 20:42:12",14.55,98,14.5,1800,11.84,339,1,0,1072,0,
1 구역,="2024-11-13 20:43:13",14.55,97.8,14.5,1799,11.84,239,1,0,1072,0,
1 구역,="2024-11-13 20:44:15",14.55,97,14.5,1800,11.68,351,1,0,1072,0,
1 구역,="2024-11-13 20:45:17",14.45,99.1,14.4,1800,11.68,336,1,0,1072,0,
1 구역,="2024-11-13 20:46:18",14.85,96.9,14.8,1799,11.74,313,0.5,0,1072,0,
1 구역,="2024-11-13 20:47:20",14.85,98.3,14.8,1800,11.72,300,1,0,1072,0,
1 구역,="2024-11-13 20:48:21",14.7,98,14.7,1800,11.66,292,1,0,1072,0,
1 구역,="2024-11-13 20:49:23",14.9,99.9,14.9,1800,11.72,285,1,0,1072,0,
1 구역,="2024-11-13 20:50:25",15.05,97.7,15,1799,11.64,286,1,0,1072,0,
1 구역,="2024-11-13 20:51:27",14.95,99.3,14.9,1800,11.58,297,1,0,1072,0,
1 구역,="2024-11-13 20:52:28",15.25,96.4,15.2,1799,11.44,290,1,0,1072,0,
1 구역,="2024-11-13 20:53:30",15.1,98.1,15.1,1799,11.22,278,1,0,1072,0,
1 구역,="2024-11-13 20:54:32",15.15,99.4,15.1,1799,11.14,308,0,0,1072,0,
1 구역,="2024-11-13 20:55:33",15.45,95,15.4,1798,11.08,308,0,0,1072,0,
1 구역,="2024-11-13 20:56:35",15.5,96.5,15.6,1799,11.06,300,0,0,1072,0,
1 구역,="2024-11-13 20:57:37",15.5,96.4,15.5,1800,11.02,301,1,0,1072,0,
1 구역,="2024-11-13 20:58:38",15.2,96.9,15.2,1801,11.08,287,0.5,0,1072,0,
1 구역,="2024-11-13 20:59:40",15.4,96,15.4,1799,11.16,287,0,0,1072,0,
1 구역,="2024-11-13 21:00:42",15,99.9,15,1799,11.12,288,0,0,1072,0,
1 구역,="2024-11-13 21:01:44",15.25,98.5,15.2,1798,11.18,288,0,0,1072,0,
1 구역,="2024-11-13 21:02:45",15.25,98.9,15.2,1799,11.18,287,1,0,1072,0,
1 구역,="2024-11-13 21:03:47",15.6,96,15.6,1799,11.12,287,0,0,1072,0,
1 구역,="2024-11-13 21:04:49",15.15,98.7,15.1,1799,11.14,252,0.5,0,1072,0,
1 구역,="2024-11-13 21:05:51",15.1,97,15.1,1799,11.14,250,0,0,1072,0,
1 구역,="2024-11-13 21:06:53",15,98.2,14.8,1798,11.06,251,0,0,1072,0,
1 구역,="2024-11-13 21:07:55",14.7,98.5,14.7,1798,11.08,251,0,0,1072,0,
1 구역,="2024-11-13 21:08:56",14.95,99.1,14.9,1800,11.16,250,0,0,1072,0,
1 구역,="2024-11-13 21:09:58",14.5,99.9,14.5,1800,11.04,251,0,0,1072,0,
1 구역,="2024-11-13 21:11:00",14.55,99.3,14.3,1800,11.06,251,0,0,1072,0,
1 구역,="2024-11-13 21:12:01",14.75,99.3,14.7,1800,11.06,251,0,0,1072,0,
1 구역,="2024-11-13 21:13:03",14.7,96.7,14.9,1799,10.98,251,0,0,1072,0,
1 구역,="2024-11-13 21:14:04",15,96,15,1800,10.96,252,0,0,1072,0,
1 구역,="2024-11-13 21:15:06",14.95,96.6,14.9,1799,10.96,251,0,0,1072,0,
1 구역,="2024-11-13 21:16:08",14.65,97.4,14.6,1799,10.86,251,0,0,1072,0,
1 구역,="2024-11-13 21:17:09",14.5,98.1,14.1,1797,10.92,251,0,0,1072,0,
1 구역,="2024-11-13 21:18:11",14.45,97.7,14.4,1800,10.92,251,0,0,1072,0,
1 구역,="2024-11-13 21:19:13",14.25,98.6,14.2,1800,10.88,251,0,0,1072,0,
1 구역,="2024-11-13 21:20:15",14.55,99.4,14.5,1800,10.92,252,0,0,1072,0,
1 구역,="2024-11-13 21:21:17",14.65,99,14.6,1800,10.94,252,0,0,1072,0,
1 구역,="2024-11-13 21:22:19",14.75,96.9,14.7,1799,10.9,251,0,0,1072,0,
1 구역,="2024-11-13 21:23:21",14.6,98,14.6,1799,10.96,251,0,0,1072,0,
1 구역,="2024-11-13 21:24:23",14.7,96.9,14.7,1799,10.96,251,0,0,1072,0,
1 구역,="2024-11-13 21:25:25",15.1,94.5,15.1,1799,11,250,0,0,1072,0,
1 구역,="2024-11-13 21:26:27",15.3,96.2,15.3,1799,11.1,251,0,0,1072,0,
1 구역,="2024-11-13 21:27:29",15.4,97.1,15.1,1799,11.08,250,0,0,1072,0,
1 구역,="2024-11-13 21:28:31",15.7,95.3,15.7,1798,11.16,252,0,0,1072,0,
1 구역,="2024-11-13 21:29:33",15.9,95.3,15.6,1799,11.04,251,0,0,1072,0,
1 구역,="2024-11-13 21:30:35",15.65,96.8,15.6,1800,10.98,252,0,0,1072,0,
1 구역,="2024-11-13 21:31:37",15.85,96.5,15.5,1799,10.98,252,0,0,1072,0,
1 구역,="2024-11-13 21:32:39",15.85,96.8,15.8,1799,10.86,251,0,0,1072,0,
1 구역,="2024-11-13 21:33:41",15.85,97.5,15.8,1799,10.78,251,0.5,0,1072,0,
1 구역,="2024-11-13 21:34:43",16,96.5,16,1800,10.9,251,0.5,0,1072,0,
1 구역,="2024-11-13 21:35:45",16.15,96.8,16.1,1799,10.96,276,1,0,1072,0,
1 구역,="2024-11-13 21:36:46",15.95,96.6,15.9,1798,10.96,276,0.5,0,1072,0,
1 구역,="2024-11-13 21:37:48",15.7,99.2,15.7,1800,10.98,275,0.5,0,1072,0,
1 구역,="2024-11-13 21:38:49",16.05,98.3,16,1799,10.92,310,1,0,1072,0,
1 구역,="2024-11-13 21:39:51",15.55,99.8,15.6,1800,10.76,316,1,0,1072,0,
1 구역,="2024-11-13 21:40:53",15.95,99.9,15.9,1800,10.82,324,0.5,0,1072,0,
1 구역,="2024-11-13 21:41:55",16.4,95.7,16.4,1801,10.92,323,0.5,0,1072,0,
1 구역,="2024-11-13 21:42:56",15.9,99.9,15.9,1800,10.88,324,0,0,1072,0,
1 구역,="2024-11-13 21:43:59",16.15,99,16.1,1799,10.76,324,0.5,0,1072,0,
1 구역,="2024-11-13 21:45:01",15.95,97.7,15.9,1800,10.84,323,0,0,1072,0,
1 구역,="2024-11-13 21:46:03",16.15,98.6,16.1,1799,10.76,323,0,0,1072,0,
1 구역,="2024-11-13 21:47:05",16.25,98.6,16.2,1799,10.68,323,0,0,1072,0,
1 구역,="2024-11-13 21:48:07",16.1,99.2,16.1,1799,10.72,324,0,0,1072,0,
1 구역,="2024-11-13 21:49:09",15.95,99.9,15.9,1800,10.82,324,0.5,0,1072,0,
1 구역,="2024-11-13 21:50:11",15.85,99.9,15.8,1800,10.74,317,0.5,0,1072,0,
1 구역,="2024-11-13 21:51:13",16.2,98.4,16.2,1799,10.68,314,0.5,0,1072,0,
1 구역,="2024-11-13 21:52:15",16.3,98.3,16.3,1800,10.76,314,0.5,0,1072,0,
1 구역,="2024-11-13 21:53:17",16.2,99.9,16.2,1799,10.76,314,0.5,0,1072,0,
1 구역,="2024-11-13 21:54:19",16.25,97.1,16.2,1798,10.76,314,0,0,1072,0,
1 구역,="2024-11-13 21:55:21",16.1,98.9,15.9,1800,10.76,314,0,0,1072,0,
1 구역,="2024-11-13 21:56:23",16.25,98.9,16.2,1798,10.72,314,0,0,1072,0,
1 구역,="2024-11-13 21:57:25",16.35,98.6,16.3,1799,10.58,313,0,0,1072,0,
1 구역,="2024-11-13 21:58:27",16.2,97.5,16.2,1799,10.56,314,0,0,1072,0,
1 구역,="2024-11-13 21:59:29",15.95,99.9,15.7,1800,10.48,314,0,0,1072,0,
1 구역,="2024-11-13 22:00:30",16.2,98.9,16.2,1799,10.52,314,0,0,1072,0,
1 구역,="2024-11-13 22:01:33",16.25,99.9,16.3,1799,10.56,315,0,0,1072,0,
1 구역,="2024-11-13 22:02:35",16.15,99.9,16.1,1800,10.64,314,0,0,1072,0,
1 구역,="2024-11-13 22:03:37",16.15,99.9,16.1,1800,10.58,314,0,0,1072,0,
1 구역,="2024-11-13 22:04:39",16.15,99.8,16.1,1799,10.6,313,0,0,1072,0,
1 구역,="2024-11-13 22:05:41",16.1,99.1,16.1,1799,10.56,315,1,0,1072,0,
1 구역,="2024-11-13 22:06:43",16,99.3,16,1798,10.52,318,1,0,1072,0,
1 구역,="2024-11-13 22:07:45",16,99.9,16,1799,10.48,317,0.5,0,1072,0,
1 구역,="2024-11-13 22:08:47",16,99.9,16,1800,10.5,317,0,0,1072,0,
1 구역,="2024-11-13 22:09:49",16.2,98.6,16.2,1800,10.46,317,0,0,1072,0,
1 구역,="2024-11-13 22:10:51",16.3,97.4,16.3,1798,10.4,317,0,0,1072,0,
1 구역,="2024-11-13 22:11:53",16,99.8,16,1799,10.4,317,0,0,1072,0,
1 구역,="2024-11-13 22:12:55",16.15,99.9,16.2,1800,10.3,317,0,0,1072,0,
1 구역,="2024-11-13 22:13:57",16.25,98.4,16.2,1800,10.2,320,1,0,1072,0,
1 구역,="2024-11-13 22:14:59",15.85,99.5,15.9,1800,10.12,348,1,0,1072,0,
1 구역,="2024-11-13 22:16:01",16,98.3,16,1800,10.04,351,1,0,1072,0,
1 구역,="2024-11-13 22:17:03",15.9,98.6,16,1799,9.92,7,1,0,1072,0,
1 구역,="2024-11-13 22:18:05",15.95,99.9,15.9,1799,9.9,30,1,0,1072,0,
1 구역,="2024-11-13 22:19:07",16.25,98.1,16.2,1801,9.98,32,1,0,1072,0,
1 구역,="2024-11-13 22:20:09",16.15,98.2,16.1,1801,10.08,31,0,0,1072,0,
1 구역,="2024-11-13 22:21:11",16.05,99.9,16,1801,10.16,30,0,0,1072,0,
1 구역,="2024-11-13 22:22:13",16.25,96.5,16.2,1799,10.2,31,0,0,1072,0,
1 구역,="2024-11-13 22:23:15",15.8,99.9,15.8,1800,10.24,31,0,0,1072,0,
1 구역,="2024-11-13 22:24:17",15.55,99.9,15.5,1799,10.26,31,0.5,0,1072,0,
1 구역,="2024-11-13 22:25:19",16.1,97.8,16.1,1800,10.26,32,0.5,0,1072,0,
1 구역,="2024-11-13 22:26:21",16,98.2,16,1799,10.26,32,0.5,0,1072,0,
1 구역,="2024-11-13 22:27:23",15.75,99.9,15.7,1798,10.24,31,0.5,0,1072,0,
1 구역,="2024-11-13 22:28:25",15.75,99.9,15.6,1801,10.24,32,0.5,0,1072,0,
1 구역,="2024-11-13 22:29:27",15.25,99.9,15.2,1800,10.16,31,0,0,1072,0,
1 구역,="2024-11-13 22:30:29",15.7,98.9,15.6,1800,10.1,32,0,0,1072,0,
1 구역,="2024-11-13 22:31:31",15.45,99.9,15.4,1800,10.14,31,0,0,1072,0,
1 구역,="2024-11-13 22:32:33",15.45,99.9,15.4,1800,10.1,31,0,0,1072,0,
1 구역,="2024-11-13 22:33:35",15.85,99,15.8,1799,10.14,32,0,0,1072,0,
1 구역,="2024-11-13 22:34:37",15.6,99.9,15.6,1800,10.12,32,0.5,0,1072,0,
1 구역,="2024-11-13 22:35:39",15.65,99.9,15.5,1798,10.1,31,1,0,1072,0,
1 구역,="2024-11-13 22:36:41",15.75,99.9,15.7,1800,9.98,31,0.5,0,1072,0,
1 구역,="2024-11-13 22:37:43",15.7,97.9,15.4,1800,10.02,21,1,0,1072,0,
1 구역,="2024-11-13 22:38:45",15.8,98.9,15.8,1800,9.96,31,1,0,1072,0,
1 구역,="2024-11-13 22:39:47",15.85,97.7,16.1,1799,9.98,24,0.5,0,1072,0,
1 구역,="2024-11-13 22:40:49",15.3,99.9,15.3,1799,10,24,0.5,0,1072,0,
1 구역,="2024-11-13 22:41:51",15.8,99.3,15.8,1800,10.06,23,0.5,0,1072,0,
1 구역,="2024-11-13 22:42:53",15.7,99.9,15.7,1800,10.08,26,0.5,0,1072,0,
1 구역,="2024-11-13 22:43:55",15.75,97.5,15.7,1799,10.04,27,0.5,0,1072,0,
1 구역,="2024-11-13 22:44:57",15.6,97.9,15.6,1800,10.08,27,0.5,0,1072,0,
1 구역,="2024-11-13 22:45:59",15.4,99.6,15.4,1799,10.12,24,1,0,1072,0,
1 구역,="2024-11-13 22:47:01",14.95,99.9,15.1,1799,10.04,24,0.5,0,1072,0,
1 구역,="2024-11-13 22:48:03",15.35,99.9,15.3,1799,10.04,22,1,0,1072,0,
1 구역,="2024-11-13 22:49:05",15.5,99.7,15.4,1799,10.04,3,1,0,1072,0,
1 구역,="2024-11-13 22:50:07",15.45,98.7,15.4,1801,9.94,3,1,0,1072,0,
1 구역,="2024-11-13 22:51:09",15.45,98.9,15.4,1799,9.9,3,1,0,1072,0,
1 구역,="2024-11-13 22:52:11",15.3,99.9,15.3,1799,9.94,3,1,0,1072,0,
1 구역,="2024-11-13 22:53:13",15.65,99.9,15.6,1800,9.9,3,0.5,0,1072,0,
1 구역,="2024-11-13 22:54:15",15.15,99.9,15.1,1799,9.86,20,1.5,0,1072,0,
1 구역,="2024-11-13 22:55:17",15.05,99.9,15,1800,9.98,21,1,0,1072,0,
1 구역,="2024-11-13 22:56:19",15.2,99.9,15.2,1799,9.94,14,1.5,0,1072,0,
1 구역,="2024-11-13 22:57:21",15.15,99.9,15.1,1799,9.92,13,1.5,0,1072,0,
1 구역,="2024-11-13 22:58:23",15.25,98.6,15.1,1799,9.96,12,1.5,0,1072,0,
1 구역,="2024-11-13 22:59:24",15.3,99.6,15.3,1798,9.88,12,1,0,1072,0,
1 구역,="2024-11-13 23:00:26",15.1,99.9,15.1,1800,9.82,25,1.5,0,1072,0,
1 구역,="2024-11-13 23:01:28",14.75,99.9,14.7,1799,9.82,27,1,0,1072,0,
1 구역,="2024-11-13 23:02:29",15.1,99.9,15.1,1800,9.84,31,0.5,0,1072,0,
1 구역,="2024-11-13 23:03:31",15.25,99.9,15.2,1799,9.78,32,0.5,0,1072,0,
1 구역,="2024-11-13 23:04:33",15.2,98.5,15.1,1800,9.74,32,1,0,1072,0,
1 구역,="2024-11-13 23:05:35",15.25,99.9,15.2,1800,9.78,31,1,0,1072,0,
1 구역,="2024-11-13 23:06:37",15.05,99.9,15.1,1799,9.78,32,1,0,1072,0,
1 구역,="2024-11-13 23:07:39",15.25,98.7,15.2,1800,9.74,32,0.5,0,1072,0,
1 구역,="2024-11-13 23:08:41",15.65,97.5,15.6,1799,9.76,32,1,0,1072,0,
1 구역,="2024-11-13 23:09:43",15,99.9,15,1798,9.82,24,1,0,1072,0,
1 구역,="2024-11-13 23:10:45",15.3,99.5,15.3,1799,9.78,8,1.5,0,1072,0,
1 구역,="2024-11-13 23:11:47",15.5,99.7,15.5,1800,9.82,26,1,0,1072,0,
1 구역,="2024-11-13 23:12:49",14.8,99.9,14.8,1800,9.82,23,1,0,1072,0,
1 구역,="2024-11-13 23:13:51",15.25,98.4,15.1,1800,9.88,17,1,0,1072,0,
1 구역,="2024-11-13 23:14:53",15.15,99.9,15.1,1799,9.88,7,1,0,1072,0,
1 구역,="2024-11-13 23:15:55",14.95,99.9,14.9,1799,9.86,0,0.5,0,1072,0,
1 구역,="2024-11-13 23:16:57",15.35,97.3,15.3,1800,9.78,0,1.5,0,1072,0,
1 구역,="2024-11-13 23:17:59",15.25,98.3,15.2,1800,9.76,347,1.5,0,1072,0,
1 구역,="2024-11-13 23:19:01",15.05,99.9,15,1799,9.72,333,1,0,1072,0,
1 구역,="2024-11-13 23:20:02",15.3,99.1,15.3,1799,9.68,331,2.1,0,1072,0,
